nombreEscuela,seccionEscuela
Esc. de Comercio Nº 35 DE 21 Leopoldo Marechal,PLAN 5810
Esc. de Comercio Nº 35 DE 21 Leopoldo Marechal,5°1° TM
Esc. de Comercio Nº 35 DE 21 Leopoldo Marechal,5°2° TM
Esc. de Comercio Nº 35 DE 21 Leopoldo Marechal,5°3° TT
Esc. de Comercio Nº 35 DE 21 Leopoldo Marechal,5°4° TT
Esc. de Comercio Nº 36 DE 03 Isaac Halperin,PLAN 5810
Esc. de Comercio Nº 04 DE 04 Baldomero Fernández Moreno,5°1° TT
Esc. de Comercio Nº 04 DE 04 Baldomero Fernández Moreno,5°2° TT
Esc. de Comercio Nº 04 DE 04 Baldomero Fernández Moreno,5°3° TT
Esc. de Comercio Nº 04 DE 04 Baldomero Fernández Moreno,5°4° TT
Esc. de Comercio Nº 05 DE 03 José De San Martín,5°1° TM
Esc. de Comercio Nº 05 DE 03 José De San Martín,5°2° TM
Esc. de Comercio Nº 05 DE 03 José De San Martín,5°3° TM
Esc. de Comercio Nº 05 DE 03 José De San Martín,5°4° TM
Esc. de Comercio Nº 05 DE 03 José De San Martín,5°5° TM
Esc. de Comercio Nº 06 DE 13 América,5°1° TM
Esc. de Comercio Nº 06 DE 13 América,5°2° TT
Esc. de Comercio Nº 06 DE 13 América,5°3° TT
Esc. de Comercio Nº 06 DE 13 América,5°4° TM
Esc. de Comercio Nº 06 DE 13 América,5°5° TM
Esc. de Comercio Nº 06 DE 13 América,5°6° TT
Esc. de Comercio Nº 07 DE 10 Manuel Belgrano,5°1° TM
Esc. de Comercio Nº 07 DE 10 Manuel Belgrano,5°1° TT
Esc. de Comercio Nº 07 DE 10 Manuel Belgrano,5°2° TM
Esc. de Comercio Nº 07 DE 10 Manuel Belgrano,5°2° TT
Esc. de Comercio Nº 07 DE 10 Manuel Belgrano,5°3° TM
Esc. de Comercio Nº 08 DE 02 Patricias Argentinas,5°1° TT
Esc. de Comercio Nº 08 DE 02 Patricias Argentinas,5°2° TT
Esc. de Comercio Nº 08 DE 02 Patricias Argentinas,5°3° TT
Esc. de Comercio Nº 09 DE 11 José Ingenieros,PLAN 5810
Esc. de Comercio Nº 09 DE 11 José Ingenieros,5°1° TM
Esc. de Comercio Nº 09 DE 11 José Ingenieros,5°1° TT
Esc. de Comercio Nº 09 DE 11 José Ingenieros,5°2° TM
Esc. de Comercio Nº 09 DE 11 José Ingenieros,5°2° TT
"Escuela Superior de Educación Artística  en Danza Nº 2 ""Jorge Donn"" DE 18",5°1° TM
"Escuela Superior de Educación Artística  en Danza Nº 2 ""Jorge Donn"" DE 18",5°2° TM
"Escuela Superior de Educación Artística  en Danza Nº 2 ""Jorge Donn"" DE 18",5°3° TT
"Escuela Superior de Educación Artística en Artes Visuales ""Lola Mora"" DE 21",5°A TM
"Escuela Superior de Educación Artística en Artes Visuales ""Lola Mora"" DE 21",5°C TM
"Escuela Superior de Educación Artística en Artes Visuales ""Lola Mora"" DE 21",5°B TT
"Escuela Superior de Educación Artística en Artes Visuales ""Lola Mora"" DE 21",5°D TT
"Escuela Superior de Educación Artística en Artes Visuales ""Manuel Belgrano"" DE 04",5°1° TM
"Escuela Superior de Educación Artística en Artes Visuales ""Manuel Belgrano"" DE 04",5°2° TT
"Escuela Superior de Educación Artística en Artes Visuales ""Rogelio Yrurtia"" DE 13",5°1° TM
"Escuela Superior de Educación Artística en Artes Visuales ""Rogelio Yrurtia"" DE 13",5°1° TT
"Escuela Superior de Educación Artística en Artes Visuales ""Rogelio Yrurtia"" DE 13",5°2° TT
"Escuela Superior de Educación Artística en Cerámica ""Fernando Arranz"" DE 18",5°1° TM
"Escuela Superior de Educación Artística en Cerámica ""Fernando Arranz"" DE 18",5°2° TT
Escuela Superior de Educación Artística en Cerámica N° 1 DE 02,5° 1 TM
Escuela Superior de Educación Artística en Cerámica N° 1 DE 02,5°2° TM
Escuela Superior de Educación Artística en Cerámica N° 1 DE 02,5°3° TT
"Escuela Superior de Educación Artística en Danza ""Aída Victoria Mastrazzi"" DE 01",5°1° TM
"Escuela Superior de Educación Artística en Danza ""Aída Victoria Mastrazzi"" DE 01",5°2° TT
"Escuela Superior de Educación Artística en Danza N°1 ""Prof. Nelly Ramicone"" DE 20",5°1° TM
"Escuela Superior de Educación Artística en Danza N°1 ""Prof. Nelly Ramicone"" DE 20",5°2° TM
"Escuela Superior de Educación Artística en Danza N°1 ""Prof. Nelly Ramicone"" DE 20",5°3° TM
"Escuela Superior de Educación Artística en Música ""Juan Pedro Esnaola"" DE 15",5°1° TM
"Escuela Superior de Educación Artística en Música ""Juan Pedro Esnaola"" DE 15",5°2° TM
"Escuela Superior de Educación Artística en Música ""Juan Pedro Esnaola"" DE 15",5°3° TT
"Escuela Superior de Educación Artística en Música ""Juan Pedro Esnaola"" DE 15",5°4° TT
Escuela Superior de Educación Artística en Teatro Nini Marshall DE 13,5°1° TT
IES Juan B.Justo DE 17,5°1° TM
IES Juan B.Justo DE 17,5°1° TT
IES Lenguas Vivas Juan Ramón Fernández DE 01,5°1° TM
IES Lenguas Vivas Juan Ramón Fernández DE 01,5°2° JC
IES Lenguas Vivas Juan Ramón Fernández DE 01,5°3° TM
IES Lenguas Vivas Juan Ramón Fernández DE 01,5°4° TM
Liceo Nº 01 DE 02 Jose Figueroa Alcorta,5°1° TM
Liceo Nº 01 DE 02 Jose Figueroa Alcorta,5°1° TT
Liceo Nº 01 DE 02 Jose Figueroa Alcorta,5°2° TM
Liceo Nº 01 DE 02 Jose Figueroa Alcorta,5°2° TT
Liceo Nº 01 DE 02 Jose Figueroa Alcorta,5°3° TM
Liceo Nº 01 DE 02 Jose Figueroa Alcorta,5°3° TT
Liceo Nº 10 DE 06 Ricardo Rojas,5°1° TM
Liceo Nº 10 DE 06 Ricardo Rojas,5°1° TT
Liceo Nº 10 DE 06 Ricardo Rojas,5°2° TM
Liceo Nº 10 DE 06 Ricardo Rojas,5°2° TT
Liceo Nº 11 DE 15 Cornelio Saavedra,5°1° TT
Liceo Nº 11 DE 15 Cornelio Saavedra,5°2° TT
Liceo Nº 12 DE 08 Fray Mamerto Esquiú,5°1° TM
Liceo Nº 12 DE 08 Fray Mamerto Esquiú,5°1° TT
Liceo Nº 12 DE 08 Fray Mamerto Esquiú,5°2° TM
Liceo Nº 12 DE 08 Fray Mamerto Esquiú,5°2° TT
Liceo Nº 12 DE 08 Fray Mamerto Esquiú,5°3° TM
Liceo Nº 12 DE 08 Fray Mamerto Esquiú,5°4° TM
Liceo Nº 02 DE 08 Amancio Alcorta,5°1° TT
Liceo Nº 02 DE 08 Amancio Alcorta,5°2° TT
Liceo Nº 02 DE 08 Amancio Alcorta,5°3° TT
Liceo Nº 02 DE 08 Amancio Alcorta,5°4° TT
Liceo Nº 02 DE 08 Amancio Alcorta,5°5° TT
Liceo Comercial Nº 03 DE 05 José Manuel Estrada,5°1° TT
Liceo Comercial Nº 03 DE 05 José Manuel Estrada,5°1° TT
Liceo Comercial Nº 03 DE 05 José Manuel Estrada,5°2° TT
Liceo Comercial Nº 03 DE 05 José Manuel Estrada,5°2° TT
Liceo Nº 04 DE 01 Remedios de Escalada de San Martin,5°1° TT
Liceo Nº 04 DE 01 Remedios de Escalada de San Martin,5°2° TT
Liceo Nº 04 DE 01 Remedios de Escalada de San Martin,5°3° TT
Liceo Nº 04 DE 01 Remedios de Escalada de San Martin,5°4° TT
Liceo Nº 04 DE 01 Remedios de Escalada de San Martin,5°5° TT
Liceo Nº 04 DE 01 Remedios de Escalada de San Martin,5°6° TT
Liceo Nº 05 DE 11 Pascual Guaglianone,5°1° TM
Liceo Nº 05 DE 11 Pascual Guaglianone,5°1° TT
Liceo Nº 05 DE 11 Pascual Guaglianone,5°2° TM
Liceo Nº 05 DE 11 Pascual Guaglianone,5°2° TT
Liceo Nº 07 DE 01 Domingo Faustino Sarmiento,5°1° TN/V
Liceo Nº 07 DE 01 Domingo Faustino Sarmiento,5°1° TN/V
Liceo Nº 07 DE 01 Domingo Faustino Sarmiento,5°2° TN/V
Liceo Nº 08 DE 13 Esteban Echeverria,PLAN 5810
Liceo Nº 08 DE 13 Esteban Echeverria,5°1° TM
Liceo Nº 08 DE 13 Esteban Echeverria,5°1° TT
Liceo Nº 08 DE 13 Esteban Echeverria,5°2° TM
Liceo Nº 08 DE 13 Esteban Echeverria,5°2° TT
Liceo Nº 09 DE 10 Santiago Derqui,5°1° TM
Liceo Nº 09 DE 10 Santiago Derqui,5°1° TT
Liceo Nº 09 DE 10 Santiago Derqui,5°2° TM
Liceo Nº 09 DE 10 Santiago Derqui,5°2° TT
Liceo Nº 09 DE 10 Santiago Derqui,5°3° TM
Liceo Nº 09 DE 10 Santiago Derqui,5°3° TT
